Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g)
50:31.7,G:\WIT00021.TXT,40:17.7,0.144,-0.979,-0.57
50:31.7,G:\WIT00021.TXT,40:17.8,0.088,-1.059,-0.216
50:31.7,G:\WIT00021.TXT,40:17.9,-0.019,-1.172,-0.018
50:31.7,G:\WIT00021.TXT,40:17.9,0.021,-0.923,0.27
50:31.7,G:\WIT00021.TXT,40:18.0,-0.01,-1.071,0.313
50:31.7,G:\WIT00021.TXT,40:18.1,-0.014,-0.539,0.757
50:31.7,G:\WIT00021.TXT,40:18.1,0.038,-0.789,0.697
50:31.7,G:\WIT00021.TXT,40:18.2,0.05,-0.584,0.809
50:31.7,G:\WIT00021.TXT,40:18.3,0.053,-0.186,0.915
50:31.7,G:\WIT00021.TXT,40:18.3,0.044,-0.417,0.851
50:31.7,G:\WIT00021.TXT,40:18.4,-0.148,-0.406,0.803
50:31.7,G:\WIT00021.TXT,40:18.5,0.001,0.515,1.077
50:31.7,G:\WIT00021.TXT,40:18.5,-0.143,-0.117,0.951
50:31.7,G:\WIT00021.TXT,40:18.6,-0.055,0.106,0.971
50:31.7,G:\WIT00021.TXT,40:18.6,-0.051,0.37,0.996
50:31.7,G:\WIT00021.TXT,40:18.7,-0.072,0.451,0.851
50:31.7,G:\WIT00021.TXT,40:18.8,0.082,0.497,0.785
50:31.7,G:\WIT00021.TXT,40:18.8,0.107,0.811,0.628
50:31.7,G:\WIT00021.TXT,40:18.9,0.143,0.828,0.599
50:31.7,G:\WIT00021.TXT,40:19.0,0.185,0.845,0.427
50:31.7,G:\WIT00021.TXT,40:19.0,0.136,0.903,0.471
50:31.7,G:\WIT00021.TXT,40:19.1,0.096,0.66,0.757
50:31.7,G:\WIT00021.TXT,40:19.2,0.043,0.921,0.518
50:31.7,G:\WIT00021.TXT,40:19.2,-0.061,1.127,-0.557
50:31.7,G:\WIT00021.TXT,40:19.3,-0.02,1.008,0.311
50:31.7,G:\WIT00021.TXT,40:19.4,-0.068,0.917,-0.292
50:31.7,G:\WIT00021.TXT,40:19.4,-0.066,0.898,-0.506
50:31.7,G:\WIT00021.TXT,40:19.5,-0.097,0.88,-0.638
50:31.7,G:\WIT00021.TXT,40:19.6,-0.146,0.768,-0.592
50:31.7,G:\WIT00021.TXT,40:19.6,-0.215,0.636,-0.775
50:31.7,G:\WIT00021.TXT,40:19.7,-0.066,0.494,-0.929
50:31.7,G:\WIT00021.TXT,40:19.8,-0.06,0.498,-0.78
50:31.7,G:\WIT00021.TXT,40:19.8,0.024,0.316,-1.017
50:31.7,G:\WIT00021.TXT,40:19.9,-0.057,0.151,-1.135
50:31.7,G:\WIT00021.TXT,40:19.9,-0.119,0.311,-0.885
50:31.7,G:\WIT00021.TXT,40:20.0,-0.249,0.065,-0.997
50:31.7,G:\WIT00021.TXT,40:20.1,-0.301,0.034,-1.064
50:31.7,G:\WIT00021.TXT,40:20.1,0.04,-0.082,-1.276
50:31.7,G:\WIT00021.TXT,40:20.2,-0.074,0.917,-1.025
50:31.7,G:\WIT00021.TXT,40:20.3,-0.012,0.797,-1.051
50:31.7,G:\WIT00021.TXT,40:20.3,0.151,1.012,-0.727
50:31.7,G:\WIT00021.TXT,40:20.4,-0.067,0.904,-0.369
50:31.7,G:\WIT00021.TXT,40:20.5,0.101,0.002,-0.038
50:31.7,G:\WIT00021.TXT,40:20.5,-0.03,-0.575,-0.691
50:31.7,G:\WIT00021.TXT,40:20.6,-0.302,0.124,-0.843
50:31.7,G:\WIT00021.TXT,40:20.7,-0.38,1.176,-0.599
50:31.7,G:\WIT00021.TXT,40:20.7,-0.238,2.1,-0.539
50:31.7,G:\WIT00021.TXT,40:20.8,-0.211,0.791,-0.718
50:31.7,G:\WIT00021.TXT,40:20.9,-0.118,1.339,0.258
50:31.7,G:\WIT00021.TXT,40:20.9,-0.316,1.187,-0.57
50:31.7,G:\WIT00021.TXT,40:21.0,-0.009,0.884,0.515
50:31.7,G:\WIT00021.TXT,40:21.1,-0.066,1.164,-0.097
50:31.7,G:\WIT00021.TXT,40:21.1,-0.092,1.046,0.073
50:31.7,G:\WIT00021.TXT,40:21.2,-0.144,1.036,0.071
50:31.7,G:\WIT00021.TXT,40:21.2,-0.135,1.064,0.14
50:31.7,G:\WIT00021.TXT,40:21.3,-0.083,0.888,0.201
50:31.7,G:\WIT00021.TXT,40:21.4,-0.081,0.901,-0.155
50:31.7,G:\WIT00021.TXT,40:21.4,0.019,0.932,-0.317
50:31.7,G:\WIT00021.TXT,40:21.5,0.13,0.364,-0.366
50:31.7,G:\WIT00021.TXT,40:21.6,0.016,0.093,-1.127
50:31.7,G:\WIT00021.TXT,40:21.6,0.025,-0.05,-0.993
50:31.7,G:\WIT00021.TXT,40:21.7,-0.045,0.217,-0.997
50:31.7,G:\WIT00021.TXT,40:21.8,-0.055,0.421,-0.883
50:31.7,G:\WIT00021.TXT,40:21.8,-0.062,0.437,-0.893
50:31.7,G:\WIT00021.TXT,40:21.9,-0.056,0.406,-0.917
50:31.7,G:\WIT00021.TXT,40:22.0,-0.065,0.396,-0.926
50:31.7,G:\WIT00021.TXT,40:22.0,-0.062,0.399,-0.923
50:31.7,G:\WIT00021.TXT,40:22.1,-0.06,0.406,-0.918
50:31.7,G:\WIT00021.TXT,40:22.2,-0.062,0.398,-0.924
50:31.7,G:\WIT00021.TXT,40:22.2,-0.062,0.406,-0.917
50:31.7,G:\WIT00021.TXT,40:22.3,-0.063,0.405,-0.92
50:31.7,G:\WIT00021.TXT,40:22.4,-0.066,0.417,-0.91
50:31.7,G:\WIT00021.TXT,40:22.4,-0.047,0.406,-0.917
50:31.7,G:\WIT00021.TXT,40:22.5,-0.048,0.378,-0.935
50:31.7,G:\WIT00021.TXT,40:22.5,-0.092,0.405,-0.911
50:31.7,G:\WIT00021.TXT,40:22.6,-0.063,0.406,-0.919
50:31.7,G:\WIT00021.TXT,40:22.7,-0.055,0.408,-0.923
50:31.7,G:\WIT00021.TXT,40:22.7,-0.07,0.422,-0.915
50:31.7,G:\WIT00021.TXT,40:22.8,-0.062,0.473,-0.876
50:31.7,G:\WIT00021.TXT,40:22.9,-0.075,0.445,-0.898
50:31.7,G:\WIT00021.TXT,40:22.9,-0.051,0.459,-0.895
50:31.7,G:\WIT00021.TXT,40:23.0,-0.07,0.462,-0.892
50:31.8,G:\WIT00021.TXT,40:23.1,-0.066,0.487,-0.879
50:31.8,G:\WIT00021.TXT,40:23.1,-0.041,0.516,-0.851
50:31.8,G:\WIT00021.TXT,40:23.2,-0.126,0.415,-0.972
50:31.8,G:\WIT00021.TXT,40:23.3,-0.132,0.331,-0.985
50:31.8,G:\WIT00021.TXT,40:23.3,-0.1,0.575,-0.851
50:31.8,G:\WIT00021.TXT,40:23.4,-0.076,0.783,-0.45
50:31.8,G:\WIT00021.TXT,40:23.5,-0.074,0.866,-0.455
50:31.8,G:\WIT00021.TXT,40:23.5,-0.102,0.883,-0.557
50:31.8,G:\WIT00021.TXT,40:23.6,-0.067,0.902,-0.374
50:31.8,G:\WIT00021.TXT,40:23.7,-0.091,0.972,-0.333
50:31.8,G:\WIT00021.TXT,40:23.7,-0.119,0.896,-0.133
50:31.8,G:\WIT00021.TXT,40:23.8,-0.1,0.975,-0.08
50:31.8,G:\WIT00021.TXT,40:23.8,-0.111,0.924,-0.264
50:31.8,G:\WIT00021.TXT,40:23.9,-0.101,0.969,-0.301
50:31.8,G:\WIT00021.TXT,40:24.0,-0.178,0.936,-0.478
50:31.8,G:\WIT00021.TXT,40:24.0,-0.143,0.939,-0.471
50:31.8,G:\WIT00021.TXT,40:24.1,-0.048,0.938,-0.355
50:31.8,G:\WIT00021.TXT,40:24.2,-0.131,0.945,-0.208
50:31.8,G:\WIT00021.TXT,40:24.2,-0.067,1.05,-0.218
50:31.8,G:\WIT00021.TXT,40:24.3,-0.131,0.922,-0.275
50:31.8,G:\WIT00021.TXT,40:24.4,-0.277,1.023,0.011
50:31.8,G:\WIT00021.TXT,40:24.4,0.11,0.833,-0.996
50:31.8,G:\WIT00021.TXT,40:24.5,0.088,0.015,-0.888
50:31.8,G:\WIT00021.TXT,40:24.6,-0.563,0.31,-0.81
50:31.8,G:\WIT00021.TXT,40:24.6,-0.089,-0.628,-1.591
50:31.8,G:\WIT00021.TXT,40:24.7,-0.016,-0.65,-0.816
50:31.8,G:\WIT00021.TXT,40:24.8,-0.135,-0.302,-0.565
50:31.8,G:\WIT00021.TXT,40:24.8,0.011,0.055,-1.256
50:31.8,G:\WIT00021.TXT,40:24.9,-0.136,-0.038,-1.068
50:31.8,G:\WIT00021.TXT,40:25.0,-0.053,0.091,-0.693
50:31.8,G:\WIT00021.TXT,40:25.0,-0.044,-0.01,-0.917
50:31.8,G:\WIT00021.TXT,40:25.1,-0.065,-0.128,-0.995
50:31.8,G:\WIT00021.TXT,40:25.1,-0.219,-0.088,-1.006
50:31.8,G:\WIT00021.TXT,40:25.2,0.015,-0.064,-1.037
50:31.8,G:\WIT00021.TXT,40:25.3,0.156,-0.549,-1.088
50:31.8,G:\WIT00021.TXT,40:25.3,-0.05,-0.405,-0.582
50:31.8,G:\WIT00021.TXT,40:25.4,0.042,-0.782,-0.25
50:31.8,G:\WIT00021.TXT,40:25.5,0.132,-0.41,0.066
50:31.8,G:\WIT00021.TXT,40:25.5,0.152,-0.33,0.936
50:31.8,G:\WIT00021.TXT,40:25.6,0.093,-1.009,0.41
50:31.8,G:\WIT00021.TXT,40:25.7,0.054,-0.946,0.367
50:31.8,G:\WIT00021.TXT,40:25.7,0.06,-1.219,0.278
50:31.8,G:\WIT00021.TXT,40:25.8,0.057,-1.005,0.164
50:31.8,G:\WIT00021.TXT,40:25.9,0.204,-1.001,0.02
50:31.8,G:\WIT00021.TXT,40:25.9,0.103,-0.707,0.748
50:31.8,G:\WIT00021.TXT,40:26.0,0.062,-1.044,0.449
50:31.8,G:\WIT00021.TXT,40:26.1,0.077,-0.907,0.235
50:31.8,G:\WIT00021.TXT,40:26.1,0.08,-0.905,0.352
50:31.8,G:\WIT00021.TXT,40:26.2,0.083,-0.929,0.372
50:31.8,G:\WIT00021.TXT,40:26.3,0.083,-0.922,0.373
50:31.8,G:\WIT00021.TXT,40:26.3,0.143,-0.921,0.419
50:31.8,G:\WIT00021.TXT,40:26.4,0.06,-0.862,0.521
50:31.8,G:\WIT00021.TXT,40:26.4,0.094,-0.869,0.587
50:31.8,G:\WIT00021.TXT,40:26.5,0.097,-0.823,0.542
50:31.8,G:\WIT00021.TXT,40:26.6,0.099,-0.807,0.571
50:31.8,G:\WIT00021.TXT,40:26.6,0.097,-0.833,0.547
50:31.8,G:\WIT00021.TXT,40:26.7,0.097,-0.806,0.567
50:31.8,G:\WIT00021.TXT,40:26.8,0.097,-0.817,0.56
50:31.8,G:\WIT00021.TXT,40:26.8,0.097,-0.822,0.558
50:31.8,G:\WIT00021.TXT,40:26.9,0.096,-0.818,0.561
50:31.8,G:\WIT00021.TXT,40:27.0,0.097,-0.818,0.56
50:31.8,G:\WIT00021.TXT,40:27.0,0.097,-0.817,0.56
50:31.8,G:\WIT00021.TXT,40:27.1,0.097,-0.818,0.56
50:31.8,G:\WIT00021.TXT,40:27.2,0.096,-0.817,0.56
50:31.8,G:\WIT00021.TXT,40:27.2,0.097,-0.818,0.56
50:31.8,G:\WIT00021.TXT,40:27.3,0.097,-0.818,0.56
50:31.8,G:\WIT00021.TXT,40:27.4,0.097,-0.817,0.561
50:31.8,G:\WIT00021.TXT,40:27.4,0.098,-0.817,0.56
50:31.8,G:\WIT00021.TXT,40:27.5,0.097,-0.819,0.56
50:31.8,G:\WIT00021.TXT,40:27.6,0.097,-0.817,0.561
50:31.8,G:\WIT00021.TXT,40:27.6,0.097,-0.817,0.561
50:31.8,G:\WIT00021.TXT,40:27.7,0.098,-0.817,0.56
50:31.8,G:\WIT00021.TXT,40:27.7,0.097,-0.817,0.561
50:31.8,G:\WIT00021.TXT,40:27.8,0.097,-0.817,0.561
50:31.8,G:\WIT00021.TXT,40:27.9,0.097,-0.817,0.561
50:31.8,G:\WIT00021.TXT,40:27.9,0.097,-0.816,0.561
50:31.8,G:\WIT00021.TXT,40:28.0,0.097,-0.816,0.562
50:31.8,G:\WIT00021.TXT,40:28.1,0.096,-0.816,0.562
50:31.8,G:\WIT00021.TXT,40:28.1,0.097,-0.816,0.563
50:31.8,G:\WIT00021.TXT,40:28.2,0.097,-0.816,0.563
50:31.8,G:\WIT00021.TXT,40:28.3,0.097,-0.815,0.562
50:31.8,G:\WIT00021.TXT,40:28.3,0.098,-0.816,0.563
50:31.8,G:\WIT00021.TXT,40:28.4,0.098,-0.816,0.563
50:31.8,G:\WIT00021.TXT,40:28.5,0.097,-0.815,0.563
50:31.8,G:\WIT00021.TXT,40:28.5,0.098,-0.815,0.563
50:31.8,G:\WIT00021.TXT,40:28.6,0.097,-0.815,0.564
50:31.8,G:\WIT00021.TXT,40:28.7,0.098,-0.815,0.564
50:31.8,G:\WIT00021.TXT,40:28.7,0.097,-0.815,0.564
50:31.8,G:\WIT00021.TXT,40:28.8,0.097,-0.814,0.564
50:31.8,G:\WIT00021.TXT,40:28.9,0.097,-0.815,0.564
50:31.8,G:\WIT00021.TXT,40:28.9,0.097,-0.815,0.564
50:31.8,G:\WIT00021.TXT,40:29.0,0.097,-0.814,0.563
50:31.8,G:\WIT00021.TXT,40:29.0,0.096,-0.815,0.564
50:31.8,G:\WIT00021.TXT,40:29.1,0.098,-0.814,0.565
50:31.8,G:\WIT00021.TXT,40:29.2,0.097,-0.814,0.564
50:31.8,G:\WIT00021.TXT,40:29.2,0.097,-0.814,0.565
50:31.8,G:\WIT00021.TXT,40:29.3,0.097,-0.814,0.565
50:31.8,G:\WIT00021.TXT,40:29.4,0.097,-0.814,0.566
50:31.8,G:\WIT00021.TXT,40:29.4,0.098,-0.814,0.565
50:31.8,G:\WIT00021.TXT,40:29.5,0.097,-0.814,0.566
50:31.8,G:\WIT00021.TXT,40:29.6,0.097,-0.814,0.566
50:31.8,G:\WIT00021.TXT,40:29.6,0.097,-0.813,0.566
50:31.8,G:\WIT00021.TXT,40:29.7,0.097,-0.814,0.566
50:31.8,G:\WIT00021.TXT,40:29.8,0.097,-0.813,0.566
50:31.8,G:\WIT00021.TXT,40:29.8,0.097,-0.813,0.566
50:31.8,G:\WIT00021.TXT,40:29.9,0.097,-0.813,0.567
50:31.8,G:\WIT00021.TXT,40:30.0,0.097,-0.813,0.566
50:31.8,G:\WIT00021.TXT,40:30.0,0.098,-0.813,0.566
50:31.8,G:\WIT00021.TXT,40:30.1,0.097,-0.813,0.567
50:31.8,G:\WIT00021.TXT,40:30.2,0.097,-0.813,0.567
50:31.8,G:\WIT00021.TXT,40:30.2,0.098,-0.813,0.568
50:31.8,G:\WIT00021.TXT,40:30.3,0.098,-0.813,0.567
50:31.8,G:\WIT00021.TXT,40:30.3,0.097,-0.812,0.567
50:31.8,G:\WIT00021.TXT,40:30.4,0.098,-0.813,0.567
50:31.8,G:\WIT00021.TXT,40:30.5,0.097,-0.813,0.568
50:31.8,G:\WIT00021.TXT,40:30.5,0.098,-0.813,0.568
50:31.8,G:\WIT00021.TXT,40:30.6,0.098,-0.813,0.567
50:31.8,G:\WIT00021.TXT,40:30.7,0.098,-0.813,0.568
50:31.8,G:\WIT00021.TXT,40:30.7,0.098,-0.813,0.567
50:31.8,G:\WIT00021.TXT,40:30.8,0.098,-0.813,0.567
50:31.8,G:\WIT00021.TXT,40:30.9,0.098,-0.812,0.567
50:31.8,G:\WIT00021.TXT,40:30.9,0.098,-0.812,0.567
50:31.8,G:\WIT00021.TXT,40:31.0,0.097,-0.812,0.568
50:31.8,G:\WIT00021.TXT,40:31.1,0.098,-0.812,0.568
50:31.8,G:\WIT00021.TXT,40:31.1,0.098,-0.812,0.568
50:31.8,G:\WIT00021.TXT,40:31.2,0.098,-0.812,0.568
50:31.8,G:\WIT00021.TXT,40:31.3,0.098,-0.812,0.568
50:31.8,G:\WIT00021.TXT,40:31.3,0.097,-0.812,0.569
50:31.8,G:\WIT00021.TXT,40:31.4,0.097,-0.812,0.569
50:31.8,G:\WIT00021.TXT,40:31.5,0.098,-0.812,0.569
50:31.8,G:\WIT00021.TXT,40:31.5,0.098,-0.812,0.568
50:31.8,G:\WIT00021.TXT,40:31.6,0.097,-0.811,0.569
50:31.8,G:\WIT00021.TXT,40:31.6,0.098,-0.812,0.569
50:31.8,G:\WIT00021.TXT,40:31.7,0.098,-0.811,0.569
50:31.8,G:\WIT00021.TXT,40:31.8,0.098,-0.812,0.568
50:31.8,G:\WIT00021.TXT,40:31.8,0.098,-0.811,0.569
50:31.8,G:\WIT00021.TXT,40:31.9,0.098,-0.811,0.568
50:31.8,G:\WIT00021.TXT,40:32.0,0.098,-0.811,0.569
50:31.8,G:\WIT00021.TXT,40:32.0,0.097,-0.811,0.57
50:31.8,G:\WIT00021.TXT,40:32.1,0.098,-0.811,0.57
50:31.8,G:\WIT00021.TXT,40:32.2,0.098,-0.812,0.569
50:31.8,G:\WIT00021.TXT,40:32.2,0.098,-0.81,0.57
50:31.8,G:\WIT00021.TXT,40:32.3,0.098,-0.811,0.57
50:31.8,G:\WIT00021.TXT,40:32.4,0.098,-0.811,0.57
50:31.8,G:\WIT00021.TXT,40:32.4,0.097,-0.811,0.57
50:31.8,G:\WIT00021.TXT,40:32.5,0.098,-0.81,0.571
50:31.8,G:\WIT00021.TXT,40:32.6,0.097,-0.812,0.57
50:31.8,G:\WIT00021.TXT,40:32.6,0.098,-0.81,0.57
50:31.8,G:\WIT00021.TXT,40:32.7,0.098,-0.81,0.57
50:31.8,G:\WIT00021.TXT,40:32.8,0.098,-0.81,0.57
50:31.8,G:\WIT00021.TXT,40:32.8,0.098,-0.811,0.57
50:31.8,G:\WIT00021.TXT,40:32.9,0.099,-0.811,0.571
50:31.8,G:\WIT00021.TXT,40:32.9,0.098,-0.811,0.57
50:31.8,G:\WIT00021.TXT,40:33.0,0.098,-0.81,0.571
50:31.8,G:\WIT00021.TXT,40:33.1,0.098,-0.811,0.571
50:31.8,G:\WIT00021.TXT,40:33.1,0.098,-0.811,0.57
50:31.8,G:\WIT00021.TXT,40:33.2,0.098,-0.811,0.571
50:31.8,G:\WIT00021.TXT,40:33.3,0.099,-0.81,0.571
50:31.8,G:\WIT00021.TXT,40:33.3,0.098,-0.81,0.571
50:31.8,G:\WIT00021.TXT,40:33.4,0.099,-0.81,0.57
50:31.8,G:\WIT00021.TXT,40:33.5,0.097,-0.811,0.57
50:31.8,G:\WIT00021.TXT,40:33.5,0.098,-0.81,0.572
50:31.8,G:\WIT00021.TXT,40:33.6,0.098,-0.81,0.57
50:31.8,G:\WIT00021.TXT,40:33.7,0.098,-0.811,0.571
50:31.8,G:\WIT00021.TXT,40:33.7,0.099,-0.81,0.571
50:31.8,G:\WIT00021.TXT,40:33.8,0.099,-0.81,0.572
50:31.8,G:\WIT00021.TXT,40:33.9,0.099,-0.81,0.571
50:31.8,G:\WIT00021.TXT,40:33.9,0.098,-0.81,0.571
50:31.8,G:\WIT00021.TXT,40:34.0,0.098,-0.81,0.571
50:31.8,G:\WIT00021.TXT,40:34.1,0.099,-0.81,0.57
50:31.8,G:\WIT00021.TXT,40:34.1,0.098,-0.81,0.571
50:31.8,G:\WIT00021.TXT,40:34.2,0.098,-0.81,0.571
50:31.8,G:\WIT00021.TXT,40:34.2,0.098,-0.81,0.571
50:31.8,G:\WIT00021.TXT,40:34.3,0.099,-0.811,0.571
50:31.8,G:\WIT00021.TXT,40:34.4,0.098,-0.81,0.572
50:31.8,G:\WIT00021.TXT,40:34.4,0.098,-0.81,0.572
50:31.8,G:\WIT00021.TXT,40:34.5,0.098,-0.809,0.571
50:31.8,G:\WIT00021.TXT,40:34.6,0.098,-0.81,0.571
50:31.8,G:\WIT00021.TXT,40:34.6,0.098,-0.809,0.572
50:31.8,G:\WIT00021.TXT,40:34.7,0.098,-0.81,0.573
50:31.8,G:\WIT00021.TXT,40:34.8,0.099,-0.809,0.572
50:31.8,G:\WIT00021.TXT,40:34.8,0.098,-0.81,0.573
50:31.8,G:\WIT00021.TXT,40:34.9,0.098,-0.809,0.573
50:31.8,G:\WIT00021.TXT,40:35.0,0.098,-0.809,0.572
50:31.8,G:\WIT00021.TXT,40:35.0,0.098,-0.809,0.573
50:31.8,G:\WIT00021.TXT,40:35.1,0.098,-0.809,0.573
50:31.8,G:\WIT00021.TXT,40:35.2,0.099,-0.809,0.572
50:31.8,G:\WIT00021.TXT,40:35.2,0.099,-0.809,0.573
50:31.8,G:\WIT00021.TXT,40:35.3,0.098,-0.809,0.572
50:31.8,G:\WIT00021.TXT,40:35.4,0.098,-0.809,0.573
50:31.8,G:\WIT00021.TXT,40:35.4,0.098,-0.809,0.573
50:31.8,G:\WIT00021.TXT,40:35.5,0.098,-0.809,0.572
50:31.8,G:\WIT00021.TXT,40:35.5,0.098,-0.808,0.573
50:31.8,G:\WIT00021.TXT,40:35.6,0.097,-0.809,0.573
50:31.8,G:\WIT00021.TXT,40:35.7,0.098,-0.809,0.573
50:31.8,G:\WIT00021.TXT,40:35.7,0.098,-0.809,0.573
50:31.8,G:\WIT00021.TXT,40:35.8,0.098,-0.809,0.572
50:31.8,G:\WIT00021.TXT,40:35.9,0.099,-0.809,0.573
50:31.8,G:\WIT00021.TXT,40:35.9,0.098,-0.809,0.573
50:31.8,G:\WIT00021.TXT,40:36.0,0.098,-0.809,0.573
50:31.8,G:\WIT00021.TXT,40:36.1,0.096,-0.808,0.572
50:31.8,G:\WIT00021.TXT,40:36.1,0.053,-0.808,0.572
50:31.8,G:\WIT00021.TXT,40:36.2,0.099,-0.831,0.563
50:31.8,G:\WIT00021.TXT,40:36.3,0.13,-0.762,0.624
50:31.8,G:\WIT00021.TXT,40:36.3,0.046,-0.763,0.66
50:31.8,G:\WIT00021.TXT,40:36.4,-0.103,-0.866,0.575
50:31.8,G:\WIT00021.TXT,40:36.5,-0.092,-0.779,0.761
50:31.8,G:\WIT00021.TXT,40:36.5,-0.097,-0.853,0.77
50:31.8,G:\WIT00021.TXT,40:36.6,-0.026,-0.809,0.771
50:31.8,G:\WIT00021.TXT,40:36.7,0.026,-0.895,0.414
50:31.8,G:\WIT00021.TXT,40:36.7,-0.028,-0.808,0.451
50:31.8,G:\WIT00021.TXT,40:36.8,-0.04,-0.702,0.548
50:31.8,G:\WIT00021.TXT,40:36.8,-0.047,-0.758,0.646
50:31.8,G:\WIT00021.TXT,40:36.9,-0.065,-0.74,0.637
50:31.8,G:\WIT00021.TXT,40:37.0,-0.048,-0.742,0.592
50:31.8,G:\WIT00021.TXT,40:37.0,-0.034,-0.756,0.582
50:31.8,G:\WIT00021.TXT,40:37.1,0.068,-0.736,0.689
50:31.8,G:\WIT00021.TXT,40:37.2,0.027,-0.88,0.605
50:31.8,G:\WIT00021.TXT,40:37.2,0.086,-0.761,0.522
50:31.8,G:\WIT00021.TXT,40:37.3,0.188,-0.784,0.441
50:31.8,G:\WIT00021.TXT,40:37.4,0.25,-0.927,0.488
50:31.8,G:\WIT00021.TXT,40:37.4,0.19,-0.884,0.489
50:31.8,G:\WIT00021.TXT,40:37.5,0.077,-0.928,0.573
50:31.8,G:\WIT00021.TXT,40:37.6,-0.023,-0.871,0.586
50:31.8,G:\WIT00021.TXT,40:37.6,-0.035,-0.857,0.541
50:31.8,G:\WIT00021.TXT,40:37.7,-0.009,-0.863,0.545
50:31.8,G:\WIT00021.TXT,40:37.8,0.014,-0.892,0.677
50:31.8,G:\WIT00021.TXT,40:37.8,0.246,-0.862,0.463
50:31.8,G:\WIT00021.TXT,40:37.9,0.061,-0.832,0.348
50:31.8,G:\WIT00021.TXT,40:38.0,0.114,-0.796,0.604
50:31.8,G:\WIT00021.TXT,40:38.0,0.099,-0.861,0.44
50:31.8,G:\WIT00021.TXT,40:38.1,0.187,-1.053,0.515
50:31.8,G:\WIT00021.TXT,40:38.1,0.377,-1.073,0.464
50:31.8,G:\WIT00021.TXT,40:38.2,0.234,-0.557,0.317
50:31.8,G:\WIT00021.TXT,40:38.3,0.099,-0.905,0.299
50:31.8,G:\WIT00021.TXT,40:38.3,0.085,-0.873,0.436
50:31.8,G:\WIT00021.TXT,40:38.4,-0.025,-1.028,0.377
50:31.8,G:\WIT00021.TXT,40:38.5,0.109,-0.946,0.331
50:31.8,G:\WIT00021.TXT,40:38.5,0.228,-0.857,0.284
50:31.8,G:\WIT00021.TXT,40:38.6,0.095,-0.838,0.137
50:31.8,G:\WIT00021.TXT,40:38.7,0.091,-0.78,0.174
50:31.8,G:\WIT00021.TXT,40:38.7,0.332,-1.006,0.327
50:31.8,G:\WIT00021.TXT,40:38.8,0.419,-0.938,0.256
50:31.8,G:\WIT00021.TXT,40:38.9,0.358,-0.987,0.275
50:31.8,G:\WIT00021.TXT,40:38.9,0.368,-1.049,0.258
50:31.8,G:\WIT00021.TXT,40:39.0,0.436,-1.117,0.285
50:31.8,G:\WIT00021.TXT,40:39.1,0.445,-1.103,0.439
50:31.8,G:\WIT00021.TXT,40:39.1,0.599,-0.855,0.45
50:31.8,G:\WIT00021.TXT,40:39.2,0.627,-0.685,0.421
50:31.8,G:\WIT00021.TXT,40:39.3,0.523,-0.765,0.371
50:31.8,G:\WIT00021.TXT,40:39.3,0.527,-0.796,0.391
50:31.8,G:\WIT00021.TXT,40:39.4,0.535,-0.749,0.313
50:31.8,G:\WIT00021.TXT,40:39.4,0.447,-0.741,0.217
50:31.8,G:\WIT00021.TXT,40:39.5,0.401,-0.806,0.248
50:31.8,G:\WIT00021.TXT,40:39.6,0.393,-0.833,0.212
50:31.8,G:\WIT00021.TXT,40:39.6,0.384,-0.843,0.246
50:31.8,G:\WIT00021.TXT,40:39.7,0.557,-0.885,0.277
50:31.8,G:\WIT00021.TXT,40:39.8,0.672,-0.815,0.208
50:31.8,G:\WIT00021.TXT,40:39.8,0.667,-0.841,0.148
50:31.8,G:\WIT00021.TXT,40:39.9,1.091,-0.836,0.067
50:31.8,G:\WIT00021.TXT,40:40.0,0.749,-0.734,-0.084
50:31.8,G:\WIT00021.TXT,40:40.0,0.792,-0.648,0.038
50:31.8,G:\WIT00021.TXT,40:40.1,0.826,-0.577,0.053
50:31.8,G:\WIT00021.TXT,40:40.2,0.955,-0.58,0.096
50:31.8,G:\WIT00021.TXT,40:40.2,0.953,-0.028,-0.021
50:31.8,G:\WIT00021.TXT,40:40.3,0.874,-0.534,0.11
50:31.8,G:\WIT00021.TXT,40:40.4,0.92,-0.323,-0.356
50:31.8,G:\WIT00021.TXT,40:40.4,0.927,-0.318,0.141
50:31.8,G:\WIT00021.TXT,40:40.5,0.942,-0.124,0.021
50:31.8,G:\WIT00021.TXT,40:40.6,1.287,-0.158,0.052
50:31.8,G:\WIT00021.TXT,40:40.6,1.025,-0.227,-0.118
50:31.8,G:\WIT00021.TXT,40:40.7,0.989,-0.043,-0.193
50:31.8,G:\WIT00021.TXT,40:40.7,0.975,-0.113,-0.054
50:31.8,G:\WIT00021.TXT,40:40.8,0.911,-0.06,-0.037
50:31.8,G:\WIT00021.TXT,40:40.9,0.872,0.047,-0.022
50:31.8,G:\WIT00021.TXT,40:40.9,1,0.008,-0.052
50:31.8,G:\WIT00021.TXT,40:41.0,1.029,0.025,-0.01
50:31.8,G:\WIT00021.TXT,40:41.1,1.034,0.023,0.04
50:31.8,G:\WIT00021.TXT,40:41.1,1.001,0.126,0.007
50:31.8,G:\WIT00021.TXT,40:41.2,1.004,0.13,-0.001
50:31.8,G:\WIT00021.TXT,40:41.3,0.993,0.012,-0.005
50:31.8,G:\WIT00021.TXT,40:41.3,0.999,0.109,-0.034
